Timestamp,Have you bought something using the mobile device in the last 12 months?,It is fast to buy products using a mobile device,It is comfortable to buy products using a mobile device,I think mobile device is useful for buying products,I think learning how to use a mobile device for buying products is intuitive,I think using mobile device for buying products is free of effort,I think using mobile device for buying products is simple,Prices of the products are generally attractive when using a mobile device for buying products,The price/quality ratio when using a mobile device for buying products is good,Using a mobile device for buying products is beneficial from a financial point of view,Using a mobile device for buying products is fun,It is a pleasure to use a mobile device for buying products,Using a mobile device for buying products is entertainment,Using mobile device for buying products has become habit for me,I am addicted to using mobile device for buying products,I must use mobile device for buying products,I believe there is a risk associated with using mobile device for  buying products,There is a possibility of serious financial loss when using a mobile device for buying products,There is an uncertainty associated with using mobile device for  buying products,My family think that it’s good to use mobile device for buying products,My friends think that it’s good to use mobile device for buying products,People who are important to me think that it’s good to use mobile device for buying products,I am going to use a mobile device to compare features of the products,I am going to use a mobile device to compare prices of the products,I am going to use a mobile device to order products,I am going to use a mobile device to make payments for the purchased products,What is your gender?,What year you were born?
3/25/2019 20:06:30,Yes,Agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Female,1995
3/25/2019 20:14:13,Yes,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Female,1995
3/25/2019 21:00:40,Yes,Agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Female,1995
3/25/2019 21:07:33,Yes,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Male,1995
3/25/2019 21:17:10,Yes,Neither agree nor disagree,Disagree,Disagree,Somewhat disagree,Somewhat agree,Agree,Somewhat disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Disagree,Disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Disagree,Agree,Agree,Disagree,Somewhat agree,Male,1995
3/25/2019 21:31:52,Yes,Agree,Strongly agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Agree,Agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Agree,Disagree,Strongly agree,Agree,Agree,Somewhat agree,Agree,Agree,Neither agree nor disagree,Disagree,Female,1995
3/25/2019 21:33:24,Yes,Disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Somewhat disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Disagree,Female,1995
3/25/2019 21:44:16,Yes,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Somewhat agree,Somewhat disagree,Disagree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Male,1994
3/25/2019 22:16:05,Yes,Strongly agree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Agree,Disagree,Somewhat agree,Disagree,Agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Somewhat agree,Agree,Female,1995
3/25/2019 22:20:50,Yes,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Somewhat disagree,Disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat disagree,Male,1995
3/25/2019 22:27:14,Yes,Agree,Strongly agree,Agree,Agree,Strongly agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Neither agree nor disagree,Agree,Somewhat agree,Disagree,Somewhat disagree,Male,1994
3/25/2019 22:32:30,Yes,Somewhat agree,Strongly disagree,Neither agree nor disagree,Agree,Strongly agree,Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Strongly agree,Disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Male,1993
3/25/2019 22:38:26,Yes,Strongly agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Agree,Somewhat agree,Agree,Female,1995
3/25/2019 23:44:15,Yes,Agree,Strongly agree,Agree,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly disagree,Agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Female,1995
3/25/2019 23:52:33,Yes,Agree,Somewhat disagree,Agree,Agree,Somewhat agree,Strongly agree,Somewhat disagree,Agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Disagree,Agree,Agree,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Agree,Agree,Agree,Strongly agree,Male,1994
3/25/2019 23:59:54,Yes,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Somewhat agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Male,1996
3/26/2019 6:14:10,Yes,Strongly disagree,Strongly disagree,Agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Strongly disagree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Agree,Strongly disagree,Disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Male,1996
3/26/2019 6:40:19,Yes,Agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Disagree,Somewhat agree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat agree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Female,1996
3/26/2019 7:03:33,Yes,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Male,1996
3/26/2019 7:22:33,Yes,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Neither agree nor disagree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Male,1994
3/26/2019 7:32:29,Yes,Strongly agree,Agree,Neither agree nor disagree,Agree,Strongly agree,Agree,Agree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Agree,Strongly agree,Agree,Agree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Somewhat agree,Female,1995
3/26/2019 7:55:05,Yes,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Male,1995
3/26/2019 8:01:30,Yes,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Disagree,Strongly agree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Male,1996
3/26/2019 8:46:37,Yes,Strongly agree,Somewhat disagree,Somewhat disagree,Agree,Agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Disagree,Somewhat agree,Strongly agree,Disagree,Agree,Disagree,Neither agree nor disagree,Somewhat disagree,Disagree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Female,1996
3/26/2019 8:52:12,Yes,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Somewhat disagree,Disagree,Agree,Somewhat disagree,Disagree,Somewhat disagree,Somewhat agree,Agree,Agree,Agree,Female,1996
3/26/2019 9:02:29,Yes,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Male,1996
3/26/2019 9:59:06,Yes,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Female,1996
3/26/2019 10:33:47,Yes,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Female,1996
3/26/2019 11:08:14,Yes,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Agree,Neither agree nor disagree,Strongly agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Agree,Disagree,Strongly disagree,Male,1994
3/26/2019 11:18:36,Yes,Strongly agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Male,1996
3/26/2019 11:29:02,Yes,Somewhat agree,Agree,Neither agree nor disagree,Somewhat disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Female,1996
3/26/2019 11:29:14,Yes,Somewhat agree,Agree,Neither agree nor disagree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Strongly agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Male,1995
3/26/2019 11:57:40,Yes,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Female,1996
3/26/2019 12:07:19,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/26/2019 12:53:35,Yes,Agree,Agree,Somewhat disagree,Agree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Somewhat agree,Agree,Prefer not to say,1996
3/26/2019 13:09:58,Yes,Strongly agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Strongly agree,Agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Agree,Agree,Somewhat disagree,Strongly disagree,Male,1995
3/26/2019 13:19:16,Yes,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Strongly agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Agree,Neither agree nor disagree,Agree,Somewhat disagree,Disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Female,1996
3/26/2019 13:19:50,Yes,Strongly agree,Agree,Neither agree nor disagree,Agree,Strongly agree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Female,1996
3/26/2019 13:33:09,Yes,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Female,1996
3/26/2019 14:02:22,Yes,Agree,Agree,Somewhat disagree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat agree,Disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Female,1995
3/26/2019 14:19:23,Yes,Somewhat disagree,Somewhat disagree,Disagree,Agree,Somewhat agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Strongly disagree,Disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Female,1996
3/26/2019 15:01:18,Yes,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Male,1996
3/26/2019 15:22:08,Yes,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Male,1996
3/26/2019 16:12:36,Yes,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Male,1996
3/26/2019 16:39:57,Yes,Agree,Agree,Somewhat agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Male,1996
